ID,POS,Name,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
938,C,Curt Casali,Bathurst,34035,4,4,16,15,1,1,0,0,0,0,1,1,0,0,0,0,5,3,.103,.100,-1,-3.8,-0.4,0,0,-3.8,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,4,4,42,3,38,1,0,0,.976,11.18,-0.6,.000,7,3,33.0,0,22,6.00,1,0,0,0,0,0,0,0,0,0,0,-0.5,0.0
78,C,Curt Casali,Tokyo,34035,11,11,47,45,15,7,2,0,6,17,8,2,0,0,0,0,17,1,.457,.409,10,4.3,0.4,0,0,4.2,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,11,11,136,15,121,0,2,0,1.000,12.36,0.9,.685,12,10,99.0,0,53,4.82,2,2,1,1,1,0,0,0,0,0,0,-2.2,0.0
52,C,Jason Castro,Westerville,34535,6,6,26,21,6,3,2,0,1,3,2,5,0,0,0,0,8,0,.413,.417,5,1.3,0.1,0,0,1.2,0.0,-1.4,-1.4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,6,6,68,3,64,1,1,0,.985,11.38,-0.5,.000,4,2,53.0,1,24,4.08,0,0,0,0,1,0,0,0,0,0,0,0.3,0.0
17,C,Jason Castro,Kennereigh,34535,11,10,42,34,9,6,1,0,2,7,6,7,0,0,0,1,14,2,.371,.368,6,0.4,0.0,0,0,0.4,0.0,-1.3,-1.3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,9,9,100,3,97,0,0,0,1.000,11.30,-1.3,.000,8,2,79.2,2,36,4.07,0,0,0,0,1,0,0,0,0,0,0,0.8,0.0
361,C,Robinson Chirinos,Corey St.,40788,7,7,28,22,10,6,1,0,3,5,8,6,0,0,0,0,7,1,.596,.583,10,6.2,0.4,0,1,6.1,-0.4,-1.7,-2.1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
919,C,William Contreras,Bathurst,34508,2,1,5,5,1,0,0,0,1,2,1,0,0,0,0,0,3,0,.373,.000,0,0.1,0.0,0,0,0.1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,1,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
16,C,William Contreras,Kennereigh,34508,9,5,26,21,3,0,2,0,1,3,2,5,0,0,0,0,10,1,.308,.200,2,-1.2,-0.1,0,0,-1.3,0.0,0.5,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,3,3,35,3,32,0,1,0,1.000,12.12,0.0,.000,4,3,26.0,1,29,10.04,0,0,0,0,0,0,0,0,0,0,0,-1.8,0.0
332,C,Travis d'Arnaud,Forest Hills,34516,10,10,45,39,12,7,3,0,2,6,6,6,0,0,0,0,11,0,.404,.385,8,1.9,0.2,0,1,1.8,-0.3,-0.8,-1.2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,8,8,108,2,106,0,0,0,1.000,13.69,0.0,1.027,3,1,71.0,0,40,5.07,1,1,0,0,0,0,0,0,0,0,0,0.4,0.0
228,C,Travis d'Arnaud,Berry Nutty,34516,4,3,13,11,2,2,0,0,0,0,0,2,0,0,0,0,2,0,.253,.222,0,-1.3,-0.1,0,0,-1.3,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,3,3,33,0,33,0,1,0,1.000,11.00,-0.2,.000,0,0,27.0,1,18,6.00,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0
54,C,Travis d'Arnaud,Tokyo,34516,11,5,26,24,9,8,0,0,1,4,4,2,0,0,0,0,5,2,.407,.444,4,1.2,0.1,0,0,1.1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,5,5,47,6,41,0,0,0,1.000,9.61,-0.1,.000,6,4,44.0,0,11,2.25,0,0,0,0,1,0,0,0,0,0,0,-0.5,0.0
